gene,k,meta_logFC,meta_SE,meta_z,meta_pvalue,tau2,I2,QEp,direction_consistency,studies,meta_FDR
CRBN,4,-0.18546032669966306,0.055384331412111514,-3.348606401324299,8.121908784670722e-4,1.7410968170945805e-6,0.010977880266945574,0.4631439363856262,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03923811005129965
BAIAP2L1,3,0.35340894071661366,0.10560859566185195,3.346403183394213,8.186726302471087e-4,5.497315881292628e-6,0.01219873524890975,0.12110614898751478,1,GSE164416;GSE20966;GSE38642,0.03934976737846028
MAGEE1,3,-0.24092402587446562,0.07203683327145194,-3.3444560918801987,8.244407867580858e-4,7.349002340502777e-6,0.03514424066791301,0.5589210194518034,1,GSE164416;GSE20966;GSE38642,0.03942888062670546
ANKRD36B,3,0.33731788872421126,0.10097040789615735,3.3407598894829125,8.354944461635176e-4,2.2196950400368467e-9,3.932834023640056e-7,0.17235782081432005,1,GSE164416;GSE20966;GSE25724,0.03975872824653754
NPAP1,4,0.21407330715804712,0.0640732883217895,3.341069465374183,8.345633972690746e-4,0,0,0.47633456017525394,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03975872824653754
NCKAP5,3,-0.25560324393933676,0.07662525796563095,-3.335757043114733,8.506747188471905e-4,5.1775994669642485e-6,0.0070796558838349555,0.35425880979616947,1,GSE164416;GSE20966;GSE38642,0.04033395407934035
DCAF16,4,-0.18008668606691672,0.05409909301280031,-3.3288300420176484,8.721160619306268e-4,1.1518178867875687e-6,0.005849747347771906,0.3864383683749709,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04109256222840613
ACAP1,3,0.47649682491605994,0.14336968961807087,3.323553438564468,8.887839243579899e-4,0.0018251308478959584,2.102270388458082,0.34527544087420925,1,GSE164416;GSE20966;GSE25724,0.04161264234234599
LUC7L,4,0.249660381182291,0.07515289817193908,3.3220326461809067,8.936423750368724e-4,3.533709273751109e-6,0.013070296118639498,0.1033533629799874,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04161264234234599
RASSF5,3,-0.23515596112579903,0.07074560213006624,-3.323965787915174,8.874708244761527e-4,0,0,0.9072262451993509,1,GSE164416;GSE20966;GSE38642,0.04161264234234599
RBM8A,4,-0.22670351000151123,0.06824489533851304,-3.3219116078499473,8.940301099165813e-4,0,0,0.7874049122801118,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04161264234234599
CCDC59,4,-0.229865857339977,0.06924088499281558,-3.3197995283253214,9.008211082250475e-4,0,0,9.49233794952126e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.041826960680449415
TMCC3,3,-0.4123897034157578,0.12433754461718109,-3.316694926584334,9.108902055113503e-4,0.01899758160615998,44.31410414090267,0.03132637361666893,1,GSE164416;GSE20966;GSE38642,0.04188781161401954
ZNF154,4,0.22445831006352152,0.06764638696445953,3.3181123210829986,9.062803261477786e-4,4.0210546517221916e-6,0.018582450712298894,0.4009636206191893,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04188781161401954
RIMKLA,3,-0.22042383521768344,0.06643545993951182,-3.3178642161637026,9.070856887350851e-4,0,0,0.6961472725975218,1,GSE164416;GSE20966;GSE38642,0.04188781161401954
MED22,4,0.17976907322677282,0.054190635089600134,3.317345754105635,9.087707875220866e-4,0,0,0.9087393467839959,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.04188781161401954
HS3ST1,4,0.2383342822943247,0.07190616936769641,3.3145178555624124,9.180131659793127e-4,0,0,0.46312446084016834,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.04211412917310372
RRM2B,3,-0.2954878686385424,0.08919695326656121,-3.3127574184679798,9.238106854447054e-4,0.0037514133567836346,12.844946655150997,0.47033030766413775,1,GSE164416;GSE20966;GSE38642,0.042278704336261276
ORC4,4,-0.17254700842121717,0.05225853223278112,-3.3017959182745784,9.606794001119609e-4,0,0,0.001614040724423646,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04365272428537247
BEST3,3,-0.31297703164717255,0.09491610568320367,-3.2974070037363203,9.758198339088508e-4,0,0,0.6994693896138398,1,GSE164416;GSE20966;GSE38642,0.044098426119347056
CLDN18,4,0.537924321554267,0.1633973992052253,3.2921229112015427,9.943414452047623e-4,0,0,0.890205260446103,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04413399500410001
ROBO2,3,-0.5236575581966115,0.15905261895414688,-3.2923542010180684,9.935239719925963e-4,5.900327090969431e-7,5.674815197988631e-4,0.23039108606831132,1,GSE164416;GSE20966;GSE38642,0.04413399500410001
PHYH,4,-0.3417973744372032,0.10376472257213715,-3.2939650968525065,9.878476402889087e-4,0.014220013387835895,36.965387812437335,0.36526428368680197,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04413399500410001
CYP2C19,3,0.3325854478606683,0.10101798861640696,3.2923388439616095,9.935782308466209e-4,0,0,0.9112135347334971,1,GSE20966;GSE25724;GSE38642,0.04413399500410001
C12ORF76,3,-0.28453091939503505,0.08637202496985248,-3.2942485659488527,9.868518893543503e-4,0.009885156283349517,48.6943911157365,0.027576965701090486,1,GSE164416;GSE20966;GSE38642,0.04413399500410001
WISP1,3,0.2681222598580291,0.08140603322350126,3.293641137406808,9.889867620079423e-4,0,0,0.5509668079711055,1,GSE20966;GSE25724;GSE38642,0.04413399500410001
RNFT2,4,-0.2376206201287525,0.07222048087476876,-3.2902109934824404,0.0010011228362476637,4.839896907094451e-6,0.01711815727207678,0.12252652713489459,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.04422974562914043
DYNC2LI1,4,-0.19368646359636582,0.058856650785655384,-3.2908169427060114,9.989689712455304e-4,1.3720423185054929e-6,0.0062502040619925705,0.45897545534096423,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04422974562914043
ZAK,3,0.3637760646670931,0.11066232715990806,3.2872620159291737,0.0010116665739670426,3.930573242590266e-6,0.008020997362630178,0.4740445363256346,1,GSE20966;GSE25724;GSE38642,0.044286456659014935
MYH9,4,0.30835999398070546,0.09384266871737543,3.2859252426994447,0.0010164798333762335,0,0,0.4105157679029869,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.04439556897828161
USP8,4,-0.15400976778718434,0.04688058243798672,-3.2851504776184743,0.0010192791889518755,0,0,0.2372814009437807,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04441642570535166
SPON1,4,0.4434808923928376,0.13535065967825324,3.2765329215760857,0.001050900602403336,0.02096650590834901,26.095585346819995,0.07640134484825253,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04567532249493315
GPR158,3,-0.3301246663916693,0.10078939047249791,-3.2753910391168546,0.0010551580898596543,0,0,0.0010528224358848871,1,GSE164416;GSE20966;GSE38642,0.04567532249493315
CPEB4,3,-0.23136442992205808,0.07063819466530996,-3.2753446066718337,0.0010553315495431495,6.284818386875159e-6,0.03145250482498103,0.40744529357188874,1,GSE164416;GSE20966;GSE38642,0.04567532249493315
EEF1D,4,0.20432021613206044,0.062456501975882775,3.2714002492640004,0.0010701633380759607,0,0,1.4477566575998215e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.046108614093227765
S100A6,4,0.37475569481865445,0.11465259937413347,3.268619262575588,0.00108073620437923,0.01096964747233758,19.025207115636693,0.03135110562890926,1,GSE164416;GSE20966;GSE25724;GSE38642,0.046282701077920846
PCSK5,4,0.3672051604980241,0.11255280053418816,3.2625146487268855,0.0011042846547126902,0,0,0.7798226105282782,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04664729758648809
HSF2,4,-0.31036445643516947,0.09515112014692151,-3.261805598882494,0.0011070503452308203,0.012545111495392612,37.06596514501807,0.12592030208140717,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04664729758648809
SATB1,4,0.18637006738666756,0.05710851447492585,3.263437494394912,0.001100694610271775,0,0,2.474372157412632e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04664729758648809
ZNF570,3,-0.25495157607036706,0.07819762499381529,-3.260349353200067,0.0011127506138434674,0,0,0.4714236463815743,1,GSE164416;GSE20966;GSE38642,0.04678443789631985
BEND6,3,-0.3966860649817423,0.12174201481969829,-3.258415474470668,0.001120362463943623,0.009916250699277547,17.495798479671297,0.49053967259951686,1,GSE164416;GSE20966;GSE38642,0.04689832370950002
SLC43A3,4,0.3899611072044008,0.11966974043443336,3.2586442135558835,0.0011194596309742888,0.004339403681338919,4.478479619527139,0.132924592244446,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.04689832370950002
SLC27A2,4,-0.29957433243362197,0.09202476916618524,-3.2553663013555423,0.0011324620224437009,9.325313185001157e-4,2.1510780191467114,0.026553456853530808,1,GSE164416;GSE20966;GSE25724;GSE38642,0.047198253789429184
CENPQ,4,-0.2060686238493621,0.06329936455798266,-3.2554611770328563,0.00113208372832004,9.227873687193927e-6,0.04528858899454094,0.6257896038098079,1,GSE164416;GSE20966;GSE25724;GSE38642,0.047198253789429184
ADCYAP1,4,-0.79758519519042,0.24516949653868134,-3.253199139578043,0.0011411349479762453,0.09669136902702513,48.29092676721322,0.12087657819521472,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04735338732057608
CXCL12,4,0.5829566530769751,0.17940290704321657,3.24942701701342,0.0011563774710364276,0,0,0.25644417973293243,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.04739343159547708
SVEP1,4,0.3780206539487345,0.11628741192326808,3.2507444072981038,0.0011510328599896858,0,0,0.7951625924359593,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04739343159547708
SLC30A8,3,-0.3762528202420168,0.11570131196765421,-3.2519321850663467,0.0011462336646296607,0,0,0.005812541000547816,1,GSE164416;GSE20966;GSE38642,0.04739343159547708
CSPP1,3,0.29205264037712125,0.08985617244473969,3.2502234674721944,0.0011531435615382696,0,0,0.6321502866904675,1,GSE164416;GSE20966;GSE25724,0.04739343159547708
DPYSL2,4,-0.2864533463774503,0.08815895011760334,-3.249282642265179,0.001156964587302028,0,0,0.17779184732469147,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04739343159547708
MAP9,4,-0.17096747374792656,0.052652921557112035,-3.2470652851139525,0.0011660163983001762,1.938951278862355e-6,0.012663892733973052,0.5106173187544467,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04766216602453498
PDE7B,4,0.5264389185360084,0.16224761032593188,3.244663619257437,0.001175894405594304,0.05444610180981721,60.39373875394852,0.01073434156227322,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04780169093331455
GRHL2,4,0.38606564647903163,0.11900124757052896,3.244215118418994,0.0011777476278227207,2.6903616047356208e-6,0.0036379266299144085,0.16352709737542023,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04780169093331455
ZNF540,3,-0.2855795170901612,0.08803830614703351,-3.2438097640498955,0.0011794248886839763,0,0,0.8311630895447478,1,GSE164416;GSE20966;GSE38642,0.04780169093331455
FAM117A,4,-0.23101964783831525,0.07126965988052192,-3.2414866048975375,0.001189080221680857,4.258586684230038e-6,0.015565138528058348,0.1804574311330045,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04809113031872049
SLC25A4,4,-0.26522329002318185,0.08187530963581192,-3.2393561771297934,0.001197998680172251,0.007051673086180449,25.407623525403043,0.07362117214630916,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04824782052988456
GBP2,4,0.5199862969019826,0.16074879984366983,3.234775608948096,0.001217383639295738,0,0,5.129797380797629e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.0486273387585517
TMEM60,3,-0.27997504679861296,0.08656333689273585,-3.234337501863421,0.0012192528084582668,0,0,0.9930907934394605,1,GSE164416;GSE20966;GSE38642,0.0486273387585517
RBM19,4,0.19018190469524188,0.05881237755474132,3.2337054307696467,0.001221954189827691,0,0,0.7780105752477177,1,GSE164416;GSE20966;GSE25724;GSE38642,0.0486273387585517
C15ORF40,3,-0.17989924016507738,0.05564332681050048,-3.233078438637291,0.001224639325061226,8.797430411415725e-10,6.602641066578805e-6,0.19731533082123637,1,GSE164416;GSE20966;GSE38642,0.0486273387585517
ENPP5,3,-0.3587507405405379,0.11114220222646137,-3.2278534467902102,0.001247228544891655,0.008596508954497362,21.02669813690676,0.4420108105808539,1,GSE164416;GSE20966;GSE38642,0.04909358449336905
HERC3,3,-0.18170316129995842,0.05631433212028246,-3.2265882317818573,0.0012527560107462163,8.401246564563812e-7,0.006615026435514611,0.4342308619808549,1,GSE164416;GSE20966;GSE38642,0.049209902434445826
NFE2L1,4,-0.19081598335854902,0.05921545115863655,-3.2224019174887024,0.001271206801861713,0,0,0.7096066239741928,1,GSE164416;GSE20966;GSE25724;GSE38642,0.04962895126451953
